district	village	villno	strno	group	hhid	plot	f03a	f03b	f03c	f03d	f04	f05	f06	f07	f07a	f08	f09
3	2	302.0	3.0	2.0	30220	2	2				2	4050	2	1	1	0	1
3	2	302.0	3.0	2.0	30220	3	13				2	350	2	0		0	1
3	3	303.0	3.0	1.0	30301	1	2				4	1	1	1	0	0	1
3	3	303.0	3.0	1.0	30301	2	12	9	13		4	0.5	1	0		0	1
3	3	303.0	3.0	1.0	30301	3	1	13	90		3	2	2	0		0	1
3	3	303.0	3.0	1.0	30301	4	12	9			4	3500	2	0		0	1
3	3	303.0	3.0	1.0	30301	5	2					3000	2				
3	3	303.0	3.0	1.0	30302	1	2				4	1	1	1	1	0	1
3	3	303.0	3.0	1.0	30302	2	12	9			1	0.5	1	0		0	2
3	3	303.0	3.0	1.0	30302	3	1				1	3000	2	1	0	0	1
3	3	303.0	3.0	1.0	30302	4	13				6	300	2	0		0	2
3	3	303.0	3.0	1.0	30303	1	2				4	1.5	1	1	1	0	1
3	3	303.0	3.0	1.0	30303	2	12	9			4	4000	2	0		0	1
3	3	303.0	3.0	1.0	30303	3	1	9			1	3500	2	0		0	1
3	3	303.0	3.0	1.0	30303	4	13	14			1	500	2	1	0	0	1
3	3	303.0	3.0	1.0	30304	1	12	9	1		1	4370	2	0		0	1
3	3	303.0	3.0	1.0	30304	2	2				1	3680	2	1	1	0	1
3	3	303.0	3.0	1.0	30304	3	13				1	300	2	0		0	1
3	3	303.0	3.0	1.0	30305	1	1	12	9		5	1	1	0		0	1
3	3	303.0	3.0	1.0	30305	2	2				5	1	1	1	1	0	1
3	3	303.0	3.0	1.0	30305	3	4				5	4790	2	0		0	1
3	3	303.0	3.0	1.0	30305	4	13				5	1000	2	0		0	1
3	3	303.0	3.0	1.0	30306	1	1	9			4	1	1	0		0	1
3	3	303.0	3.0	1.0	30306	2	2				4	3000	2	1	1	0	1
3	3	303.0	3.0	1.0	30306	3	14				4	400	2	0		0	1
3	3	303.0	3.0	1.0	30307	1	2				6	1	1	1	1	0	1
3	3	303.0	3.0	1.0	30307	2	12	9			1	4000	2	0		0	1
3	3	303.0	3.0	1.0	30307	3	1	9	13	14	6	3000	2	0		0	1
3	3	303.0	3.0	1.0	30308	1	12	1			1	0.5	1	1	0	0	2
3	3	303.0	3.0	1.0	30308	2	2				1	3000	2	1	1	0	1
3	3	303.0	3.0	1.0	30308	3	2				1	2000	2	1	1	0	1
3	3	303.0	3.0	1.0	30308	4	13	12	14		1	800	2	0		0	2
3	3	303.0	3.0	1.0	30309	1	1	12			6	0.75	1	1	0	0	2
3	3	303.0	3.0	1.0	30309	2	2				5	4500	2	1	1	0	1
3	3	303.0	3.0	1.0	30309	3	13	14			1	130	2	0		0	2
3	3	303.0	3.0	1.0	30310	1	1	12			2	0.5	1	0		0	1
3	3	303.0	3.0	1.0	30310	2	2				3	3000	2	1	1	0	1
3	3	303.0	3.0	1.0	30310	3	2				3	2000	2	1	1	0	1
3	3	303.0	3.0	1.0	30310	4	12	14			3	1500	2	1	1	0	1
3	3	303.0	3.0	1.0	30310	5	13					80	2				
3	3	303.0	3.0	1.0	30311	1	2				4	1800	2	1	1	0	1
3	3	303.0	3.0	1.0	30311	2	12				4	1200	2	0		0	1
3	3	303.0	3.0	1.0	30311	3	1	9			6	1000	2	0		0	1
3	3	303.0	3.0	1.0	30311	4	13	14			4	1000	2	1	0	0	1
3	3	303.0	3.0	1.0	30311	5	9	40				600	2				
3	3	303.0	3.0	1.0	30312	1	1				2	1200	2	0		0	1
3	3	303.0	3.0	1.0	30312	2	12				2	1200	2	0		0	1
3	3	303.0	3.0	1.0	30312	3	2				2	750	2	1	1	0	1
3	3	303.0	3.0	1.0	30312	4	14				2	225	2	0		0	1
3	3	303.0	3.0	1.0	30313	1	1	13			4	7500	2	0		0	1
3	3	303.0	3.0	1.0	30313	2	2				6	5000	2	1	1	0	1
3	3	303.0	3.0	1.0	30313	3	12	9	14		6	4000	2	0		0	1
3	3	303.0	3.0	1.0	30313	4	13				6	500	2	0		0	1
3	3	303.0	3.0	1.0	30315	1	2				4	1	1	1	0	0	1
3	3	303.0	3.0	1.0	30315	2	12	2			4	0.5	1	0		0	2
3	3	303.0	3.0	1.0	30315	3	13				4	300	2	0		0	2
3	3	303.0	3.0	1.0	30316	1	2				4	1.5	1	1	0	0	2
3	3	303.0	3.0	1.0	30316	2	12				6	1	1	0		0	1
3	3	303.0	3.0	1.0	30316	3	1	14			1	1000	2	1	0	0	1
3	3	303.0	3.0	1.0	30317	1	12	9	1		4	4780	2	0		0	1
3	3	303.0	3.0	1.0	30317	2	2				4	4550	2	1	1	0	1
3	3	303.0	3.0	1.0	30317	3	13				4	500	2	0		0	1
3	3	303.0	3.0	1.0	30317	4	14				4	400	2	0		0	1
3	3	303.0	3.0	1.0	30318	1	12	1	9		4	3700	2	0		0	1
3	3	303.0	3.0	1.0	30318	2	2				4	3500	2	1	1	0	1
3	3	303.0	3.0	1.0	30318	3	13				4	100	2	0		0	1
3	3	303.0	3.0	1.0	30319	1	1	9	4	12	2	5300	2	0		0	1
3	3	303.0	3.0	1.0	30319	2	2				2	4900	2	1	1	0	1
3	3	303.0	3.0	1.0	30319	3	13				2	400	2	0		0	1
3	4	304.0	3.0	3.0	30401	1	2				4	1	1	1	1	0	1
3	4	304.0	3.0	3.0	30401	2	12				4	0.5	1	1	1	0	1
3	4	304.0	3.0	3.0	30401	3	2				4	3000	2	1	1	0	1
3	4	304.0	3.0	3.0	30401	4	2				4	2000	2	1	1	0	1
3	4	304.0	3.0	3.0	30401	5	14	13	1			3000	2				
3	4	304.0	3.0	3.0	30402	1	12	9			4	1350	2	0		0	1
3	4	304.0	3.0	3.0	30402	2	1				4	1200	2	0		0	1
3	4	304.0	3.0	3.0	30402	3	2				4	900	2	1	1	0	1
3	4	304.0	3.0	3.0	30402	4	14				4	450	2	1	0	0	1
3	4	304.0	3.0	3.0	30403	1	2				1	2500	2	1	0	0	1
3	4	304.0	3.0	3.0	30403	2	12	14			1	500	2	0		0	1
3	4	304.0	3.0	3.0	30404	1	2				4	3000	2	1	0	0	1
3	4	304.0	3.0	3.0	30404	2	1	12	9		4	2000	2	0		0	1
3	4	304.0	3.0	3.0	30404	3	14	13			4	400	2	0		0	1
3	4	304.0	3.0	3.0	30405	1	1	9			4	4900	2	0		0	1
3	4	304.0	3.0	3.0	30405	2	12				4	4600	2	0		0	1
3	4	304.0	3.0	3.0	30405	3	2				4	4400	2	1	1	0	1
3	4	304.0	3.0	3.0	30405	4	14				4	300	2	0		0	1
3	4	304.0	3.0	3.0	30406	1	2				4	1000	2	1	1	0	1
3	4	304.0	3.0	3.0	30406	2	12	9			4	875	2	0		0	1
3	4	304.0	3.0	3.0	30406	3	1				4	875	2	0		0	1
3	4	304.0	3.0	3.0	30406	4	14				4	600	2	1	0	0	1
3	4	304.0	3.0	3.0	30407	1	2				1	1	1	1	1	0	1
3	4	304.0	3.0	3.0	30407	2	2				1	0.5	1	1	1	0	1
3	4	304.0	3.0	3.0	30407	3	12	16	13		1	0.5	1	1	0	0	1
3	4	304.0	3.0	3.0	30407	4	2				1	0.5	1	1	1	0	1
3	4	304.0	3.0	3.0	30407	5	12					700	2				
3	4	304.0	3.0	3.0	30408	1	2				4	0.5	1	0		0	1
3	4	304.0	3.0	3.0	30408	2	12				4	4700	2	0		0	1
3	4	304.0	3.0	3.0	30408	3	1	9			4	4300	2	1	1	0	1
3	4	304.0	3.0	3.0	30408	4	14				4	400	2	0		0	1
3	4	304.0	3.0	3.0	30409	1	12				3	1750	2	0		0	1
3	4	304.0	3.0	3.0	30409	2	2	9			3	1400	2	1	0	1	1
3	4	304.0	3.0	3.0	30409	4	14				3	250	2	1	0	0	1
3	4	304.0	3.0	3.0	30410	1	2				4	1	1	1	1	0	1
3	4	304.0	3.0	3.0	30410	2	2				6	0.5	1	1	1	0	1
3	4	304.0	3.0	3.0	30410	3	12				6	0.5	1	0		0	1
3	4	304.0	3.0	3.0	30410	4	14				7	500	2	1	1	0	2
3	4	304.0	3.0	3.0	30411	1	2				1	1	1	1	1	0	1
3	4	304.0	3.0	3.0	30411	2	2				1	0.5	1	1	1	0	1
3	4	304.0	3.0	3.0	30411	3	12	9	1		1	3000	2	0		0	1
3	4	304.0	3.0	3.0	30411	4	14				1	450	2	1	1	0	1
3	4	304.0	3.0	3.0	30412	1	2				4	1	1	1	1	0	1
3	4	304.0	3.0	3.0	30412	2	16				4	0.5	1	1	1	0	1
3	4	304.0	3.0	3.0	30412	3	12	9			4	0.5	1	0		0	1
3	4	304.0	3.0	3.0	30413	1	2				5	3000	2	1	1	0	1
3	4	304.0	3.0	3.0	30413	2	2				4	2500	2	1	1	0	1
3	4	304.0	3.0	3.0	30413	3	1	9	12	14	5	2000	2	0		0	1
3	4	304.0	3.0	3.0	30413	4	40				4	500	2	0		1	1
3	4	304.0	3.0	3.0	30414	1	1	12	9		1	4300	2	0		0	1
3	4	304.0	3.0	3.0	30414	2	2				1	3700	2	1	1	0	1
3	4	304.0	3.0	3.0	30414	3	14				1	50	2	0		0	1
3	4	304.0	3.0	3.0	30415	1	2				4	1	1	1	1	0	1
3	4	304.0	3.0	3.0	30415	2	2				4	2500	2	1	1	0	1
3	4	304.0	3.0	3.0	30415	3	12				4	2500	2	1	0	0	1
3	4	304.0	3.0	3.0	30415	4	14				4	1000	2	1	1	0	1
3	4	304.0	3.0	3.0	30416	1	12	9			6	2000	2	0		0	1
3	4	304.0	3.0	3.0	30416	2	2				6	1200	2	1	1	0	1
3	4	304.0	3.0	3.0	30416	3	2				6	1200	2	1	1	0	1
3	4	304.0	3.0	3.0	30416	4	1	9			6	900	2	0		0	1
3	4	304.0	3.0	3.0	30416	5	14					750	2				
3	4	304.0	3.0	3.0	30417	1	2				5	1200	2	1	1	0	1
3	4	304.0	3.0	3.0	30417	2	12	9			5	900	2	0		0	1
3	4	304.0	3.0	3.0	30417	3	1				4	600	2	0		0	1
3	4	304.0	3.0	3.0	30417	4	14				4	300	2	0		0	1
3	4	304.0	3.0	3.0	30419	1	1	9			4	5000	2	0		0	1
3	4	304.0	3.0	3.0	30419	2	12				4	4700	2	0		0	1
3	4	304.0	3.0	3.0	30419	3	2				4	4500	2	1	1	0	1
3	4	304.0	3.0	3.0	30419	4	14				4	600	2	0		0	1
3	4	304.0	3.0	3.0	30420	1	12				4	2500	2	0		0	1
3	4	304.0	3.0	3.0	30420	2	2				4	1600	2	1	1	0	1
3	4	304.0	3.0	3.0	30420	3	1				4	1200	2	0		0	1
3	4	304.0	3.0	3.0	30420	4	14	13			4	800	2	0		0	1
3	5	305.0	3.0	3.0	30501	1	2				4	1	1	1	1	0	2
3	5	305.0	3.0	3.0	30501	2	2				4	5000	2	1	1	0	1
3	5	305.0	3.0	3.0	30501	3	12	9	14	13	6	3500	2	0		0	1
3	5	305.0	3.0	3.0	30501	4	12	1			6	1200	2	0		0	2
3	5	305.0	3.0	3.0	30502	1	12	9			4	5000	2	0		0	1
3	5	305.0	3.0	3.0	30502	2	12	1	9		4	5000	2	0		0	1
3	5	305.0	3.0	3.0	30502	3	2				4	4200	2	1	1	0	1
3	5	305.0	3.0	3.0	30502	4	12				4	1500	2	0		0	1
3	5	305.0	3.0	3.0	30503	1	12				4	1	1	0		0	1
3	5	305.0	3.0	3.0	30503	2	1	9			4	0.5	1	1	0	0	2
3	5	305.0	3.0	3.0	30503	3	2				4	1000	2	1	1	0	3
3	5	305.0	3.0	3.0	30503	4	2				4	900	2	1	1	0	2
3	5	305.0	3.0	3.0	30504	1	1	12	9		6	4910	2	0		0	1
3	5	305.0	3.0	3.0	30504	2	2				6	3400	2	1	1	0	1
3	5	305.0	3.0	3.0	30504	3	14				6	500	2	0		0	1
3	5	305.0	3.0	3.0	30505	1	12				4	2500	2	0		0	1
3	5	305.0	3.0	3.0	30505	2	1	9			4	2500	2	0		0	1
3	5	305.0	3.0	3.0	30505	3	2				4	900	2	1	1	0	1
3	5	305.0	3.0	3.0	30505	4	14				4	450	2	0		0	1
3	5	305.0	3.0	3.0	30506	1	1	12	9		4	4000	2	0		0	1
3	5	305.0	3.0	3.0	30506	2	14				4	300	2	0		0	1
3	5	305.0	3.0	3.0	30507	1	1	9			4	2000	2	0		0	1
3	5	305.0	3.0	3.0	30507	2	12				4	2000	2	0		0	1
3	5	305.0	3.0	3.0	30507	3	2				4	600	2	1	1	0	1
3	5	305.0	3.0	3.0	30507	4	14				4	220	2	0		0	1
3	5	305.0	3.0	3.0	30508	1	12	1	14	9	4	1.5	1	0		0	1
3	5	305.0	3.0	3.0	30508	2	2				4	6000	2	1	1	0	1
3	5	305.0	3.0	3.0	30509	1	12	1	14	9	4	1	1	0		0	2
3	5	305.0	3.0	3.0	30509	2	12	1			4	0.5	1	0		0	2
3	5	305.0	3.0	3.0	30509	3	2				4	3200	2	1	1	1	2
3	5	305.0	3.0	3.0	30510	1	12				4	5000	2	0		0	1
3	5	305.0	3.0	3.0	30510	2	2				4	4000	2	1	1	0	1
3	5	305.0	3.0	3.0	30510	3	14				4	200	2	1	1	0	1
3	5	305.0	3.0	3.0	30512	1	2				4	0.5	1	1	0	0	1
3	5	305.0	3.0	3.0	30512	2	12	9	4		4	0.5	1	0		0	1
3	5	305.0	3.0	3.0	30513	1	1	9	12	4	4	1	1	0		0	1
3	5	305.0	3.0	3.0	30513	2	2				4	4600	2	1	1	0	1
3	5	305.0	3.0	3.0	30513	3	14				4	800	2	0		0	1
3	5	305.0	3.0	3.0	30515	1	2				4	0.5	1	1	0	0	2
3	5	305.0	3.0	3.0	30515	2	1	12	14		4	0.5	1	0		0	1
3	5	305.0	3.0	3.0	30516	1	1	9			4	2800	2	0		0	1
3	5	305.0	3.0	3.0	30516	2	12				4	2500	2	0		0	1
3	5	305.0	3.0	3.0	30516	3	2				2	1200	2	1	1	0	1
3	5	305.0	3.0	3.0	30516	4	14				4	200	2	0		0	1
3	5	305.0	3.0	3.0	30517	1	1	12	9	14	1	4000	2	0		0	1
3	5	305.0	3.0	3.0	30517	2	2				1	1000	2	1	0	0	1
3	5	305.0	3.0	3.0	30518	1	1	12	9		4	6000	2	0		0	1
3	5	305.0	3.0	3.0	30518	2	1	12	9		4	4000	2	0		0	1
3	5	305.0	3.0	3.0	30518	3	2				4	450	2	1	1	0	1
3	5	305.0	3.0	3.0	30518	4	12	9			4	250	2	0		0	1
3	5	305.0	3.0	3.0	30518	5	13					100	2				
3	5	305.0	3.0	3.0	30519	1	1	9	12		1	1	1	0		0	1
3	5	305.0	3.0	3.0	30519	2	2				1	4000	2	0		1	1
3	5	305.0	3.0	3.0	30519	3	12				1	1000	2	0		0	1
3	5	305.0	3.0	3.0	30519	4	14	90	13		1	500	2	0		0	1
3	5	305.0	3.0	3.0	30520	1	12	9	1	16	6	1.5	1	1	0	0	1
3	5	305.0	3.0	3.0	30520	2	2				4	0.5	1	1	0	0	1
3	5	305.0	3.0	3.0	30520	3	2				4	0.5	1	1	1	0	1
4	1	401.0	3.0	3.0	40101	1	1	9			4	1.5	1	1	0	0	1
4	1	401.0	3.0	3.0	40101	2	2				4	0.5	1	1	1	0	1
4	1	401.0	3.0	3.0	40101	3	12	13	14		4	2000	2	0		0	1
4	1	401.0	3.0	3.0	40104	1	1	9	3	4	6	1	1	0		0	1
4	1	401.0	3.0	3.0	40104	2	12	1			6	0.5	1	0		0	1
4	1	401.0	3.0	3.0	40104	3	2				6	1200	2	1	1	0	1
4	1	401.0	3.0	3.0	40104	4	30				6	1000	2	1	1	0	1
1	4	101.0	1.0	3.0	40105	1	12	1			4	2500	2	0		0	1
1	4	101.0	1.0	3.0	40105	2	12	9			4	2000	2	0		0	1
4	1	401.0	3.0	3.0	40106	1	1	9	9	25	4	1	1	0		0	1
4	1	401.0	3.0	3.0	40106	2	2				4	0.5	1	1	1	0	1
4	1	401.0	3.0	3.0	40106	3	12				4	750	2	0		0	1
4	1	401.0	3.0	3.0	40106	4	14	13			4	675	2	0		0	1
4	1	401.0	3.0	3.0	40107	1	12	1	9		6	5000	2	0		0	1
4	1	401.0	3.0	3.0	40107	2	4	9			4	3000	2	0		0	1
4	1	401.0	3.0	3.0	40107	3	1				4	3000	2	0		0	1
4	1	401.0	3.0	3.0	40107	4	2				4	1900	2	1	1	0	1
4	1	401.0	3.0	3.0	40108	1	1				4	2500	2	0		0	1
4	1	401.0	3.0	3.0	40108	2	12	9			4	2500	2	0		0	1
4	1	401.0	3.0	3.0	40108	3	2				4	600	2	0		0	1
4	1	401.0	3.0	3.0	40108	4	14	13			4	350	2	0		0	1
4	1	401.0	3.0	3.0	40110	1	1	9			4	5000	2	0		0	1
4	1	401.0	3.0	3.0	40110	2	12	9			4	2500	2	0		0	1
4	1	401.0	3.0	3.0	40110	3	2				4	500	2	1	1	0	1
4	1	401.0	3.0	3.0	40110	4	14				4	500	2	1	1	0	1
4	1	401.0	3.0	3.0	40111	1	1	9			4	6000	2	0		0	1
4	1	401.0	3.0	3.0	40111	2	12				4	2500	2	0		0	1
4	1	401.0	3.0	3.0	40111	3	2				4	500	2	1	1	0	2
4	1	401.0	3.0	3.0	40111	4	13	14			4	210	2	0		0	1
4	1	401.0	3.0	3.0	40112	1	1	9			1	4700	2	0		0	1
4	1	401.0	3.0	3.0	40112	2	12				1	4500	2	0		0	1
4	1	401.0	3.0	3.0	40112	3	2				1	4200	2	1	1	0	1
4	1	401.0	3.0	3.0	40112	4	14				1	350	2	0		0	1
4	1	401.0	3.0	3.0	40113	1	1	9			4	2	1	1	0	0	1
4	1	401.0	3.0	3.0	40113	2	2				4	4	1	1	1	0	1
4	1	401.0	3.0	3.0	40113	3	30				4	0.75	1	0		0	1
4	1	401.0	3.0	3.0	40113	4	3	9			4	0.5	1	0		0	1
4	1	401.0	3.0	3.0	40113	5	12	13	14			1	1				
4	1	401.0	3.0	3.0	40114	1	1	9			4	4770	2	0		0	1
4	1	401.0	3.0	3.0	40114	2	12				4	4660	2	0		0	1
4	1	401.0	3.0	3.0	40114	3	2				4	4250	2	1	1	0	1
4	1	401.0	3.0	3.0	40114	4	14				4	300	2	0		0	1
4	1	401.0	3.0	3.0	40115	1	1	9	4		4	1.5	1	1	0	0	1
4	1	401.0	3.0	3.0	40115	2	12	1			4	5000	2	0		0	1
4	1	401.0	3.0	3.0	40115	3	2	13	14		4	2100	2	1	1	0	1
4	1	401.0	3.0	3.0	40116	1	1	9			4	7000	2	0		0	1
4	1	401.0	3.0	3.0	40116	2	12				4	4000	2	0		0	1
4	1	401.0	3.0	3.0	40116	3	2				4	500	2	1	1	0	1
4	1	401.0	3.0	3.0	40116	4	4	90			4	400	2	0		0	2
4	1	401.0	3.0	3.0	40116	5	13	14				250	2				
4	1	401.0	3.0	3.0	40117	1	1	9			4	8000	2	0		0	1
4	1	401.0	3.0	3.0	40117	2	1	9	12		4	700	2	0		0	2
4	1	401.0	3.0	3.0	40118	1	1	9	4		4	0.5	1	0		0	1
4	1	401.0	3.0	3.0	40118	2	12				4	4950	2	0		0	1
4	1	401.0	3.0	3.0	40118	3	2				4	4000	2	1	1	0	1
4	1	401.0	3.0	3.0	40118	4	14				4	380	2	0		0	1
4	1	401.0	3.0	3.0	40119	1	4	9	1		4	1	1	0		0	1
4	1	401.0	3.0	3.0	40119	2	4	9			4	0.5	1	0		0	1
4	1	401.0	3.0	3.0	40119	3	12	1			4	3500	2	0		0	1
4	1	401.0	3.0	3.0	40119	4	2				4	2000	2	1	1	0	1
4	1	401.0	3.0	3.0	40119	5	14					300	2				
4	1	401.0	3.0	3.0	40120	1	12				4	1	1	0		0	1
4	1	401.0	3.0	3.0	40120	2	9	4			4	0.5	1	0		0	1
4	1	401.0	3.0	3.0	40120	3	2				4	1000	2	1	1	0	1
4	1	401.0	3.0	3.0	40120	4	90				4	700	2	1	0	0	1
4	2	402.0	3.0	1.0	40201	1	1	3	9		4	3.5	1	0		0	1
4	2	402.0	3.0	1.0	40201	2	1	9			4	7500	2	0		0	1
4	2	402.0	3.0	1.0	40201	3	30				4	1000	2	0		0	1
4	2	402.0	3.0	1.0	40201	4	12	13			4	800	2	0		0	1
4	2	402.0	3.0	1.0	40201	5	30	2				700	2				
4	2	402.0	3.0	1.0	40202	1	1	9			4	4960	2	0		0	1
4	2	402.0	3.0	1.0	40202	2	12				4	3880	2	0		0	1
4	2	402.0	3.0	1.0	40202	3	13				4	400	2	0		0	1
4	2	402.0	3.0	1.0	40203	1	1	12	9		4	4000	2	0		0	1
4	2	402.0	3.0	1.0	40203	2	14	13			4	80	2	0		0	1
4	2	402.0	3.0	1.0	40204	1	1	9			1	1	1	1	0	0	1
4	2	402.0	3.0	1.0	40204	2	1	9			1	7000	2	0		0	1
4	2	402.0	3.0	1.0	40204	3	1	9			1	4000	2	0		0	2
4	2	402.0	3.0	1.0	40204	4	12	9	1		1	3000	2	0		0	1
4	2	402.0	3.0	1.0	40204	5	14	13				500	2				
4	2	402.0	3.0	1.0	40205	1	1	9			2	2	1	0		0	1
4	2	402.0	3.0	1.0	40205	2	12				2	3690	2	0		0	1
4	2	402.0	3.0	1.0	40205	3	13				2	700	2	0		0	1
4	2	402.0	3.0	1.0	40206	1	1	9	3		4	4780	2	0		0	1
4	2	402.0	3.0	1.0	40206	2	12				4	4150	2	0		0	1
4	2	402.0	3.0	1.0	40206	3	2				4	4050	2	1	1	0	1
4	2	402.0	3.0	1.0	40206	4	13				4	3970	2	0		0	1
4	2	402.0	3.0	1.0	40207	1	1	9	9		4	0.5	1	0		0	1
4	2	402.0	3.0	1.0	40207	2	12				4	2500	2	0		0	1
4	2	402.0	3.0	1.0	40207	3	2				4	1000	2	1	1	0	1
4	2	402.0	3.0	1.0	40207	4	14	13			4	680	2	0		0	1
4	2	402.0	3.0	1.0	40208	1	1	9	40		4	2	1	0		0	1
4	2	402.0	3.0	1.0	40208	2	12				4	1	1	0		0	1
4	2	402.0	3.0	1.0	40208	3	2				4	3500	2	1	1	0	2
4	2	402.0	3.0	1.0	40208	4	13				4	300	2	1	0	0	2
4	2	402.0	3.0	1.0	40209	1	1	9			4	5750	2	0		0	1
4	2	402.0	3.0	1.0	40209	2	3				4	4600	2	0		0	1
4	2	402.0	3.0	1.0	40209	3	12				4	4320	2	0		0	1
4	2	402.0	3.0	1.0	40209	4	13				4	700	2	0		0	1
4	2	402.0	3.0	1.0	40210	1	1	9			4	5000	2	0		0	1
4	2	402.0	3.0	1.0	40210	2	12				4	1250	2	0		0	1
4	2	402.0	3.0	1.0	40210	3	14	13			4	105	2	0		0	1
4	2	402.0	3.0	1.0	40211	1	1	9			4	2	1	0		0	1
4	2	402.0	3.0	1.0	40211	2	12	9			4	1	1	0		0	1
4	2	402.0	3.0	1.0	40211	3	4				4	5000	2	0		0	1
4	2	402.0	3.0	1.0	40211	4	2				4	1500	2	1	1	0	1
4	2	402.0	3.0	1.0	40212	1	1	9			4	1	1	0		0	1
4	2	402.0	3.0	1.0	40212	2	12				4	3000	2	1	0	0	1
4	2	402.0	3.0	1.0	40212	3	2				4	2100	2	1	1	0	1
4	2	402.0	3.0	1.0	40212	4	13				4	750	2	1	0	1	2
4	2	402.0	3.0	1.0	40213	1	1	9			4	0.5	1	0		0	1
4	2	402.0	3.0	1.0	40213	2	12	1			4	2500	2	0		0	1
4	2	402.0	3.0	1.0	40213	3	2				4	900	2	1	1	0	1
4	2	402.0	3.0	1.0	40213	4	14				4	180	2	0		0	1
4	2	402.0	3.0	1.0	40214	1	1	9			1	0.5	1	0		0	1
4	2	402.0	3.0	1.0	40214	2	90				1	0.5	1	1	0	0	1
4	2	402.0	3.0	1.0	40214	3	12	1			1	1250	2	0		0	2
4	2	402.0	3.0	1.0	40214	4	13				1	375	2	0		0	2
4	2	402.0	3.0	1.0	40215	1	1	9			4	1.5	1	0		0	2
4	2	402.0	3.0	1.0	40215	2	12				4	0.5	1	0		0	1
4	2	402.0	3.0	1.0	40215	3	2				4	500	2	1	1	0	1
4	2	402.0	3.0	1.0	40216	1	1	9			4	1	1	0		0	1
4	2	402.0	3.0	1.0	40216	2	1	14	12	4	4	2000	2	0		0	1
4	2	402.0	3.0	1.0	40216	3	14				4	75	2	0		0	1
4	2	402.0	3.0	1.0	40217	1	1	9	90		4	4000	2	0		0	1
4	2	402.0	3.0	1.0	40217	2	13				4	200	2	0		0	2
4	2	402.0	3.0	1.0	40218	1	1	9	4		2	1.5	1	1	0	0	1
4	2	402.0	3.0	1.0	40219	1	1	9			4	1	1	0		0	1
4	2	402.0	3.0	1.0	40219	2	12	1	9		4	2000	2	0		0	1
4	2	402.0	3.0	1.0	40219	3	2				4	600	2	1	1	0	1
4	2	402.0	3.0	1.0	40219	4	14	13			4	550	2	0		0	1
4	3	403.0	3.0	1.0	40301	1	1	9			4	1	1	0		0	1
4	3	403.0	3.0	1.0	40301	2	1	9			4	600	2	0		0	1
4	3	403.0	3.0	1.0	40301	3	12				4	300	2	0		0	1
4	3	403.0	3.0	1.0	40301	4	13				4	60	2	0		0	1
4	3	403.0	3.0	1.0	40302	1	1	9			4	1.5	1	0		0	1
4	3	403.0	3.0	1.0	40302	2	1	9	3		4	1	1	0		0	1
4	3	403.0	3.0	1.0	40302	3	2				4	1000	2	1	1	0	1
4	3	403.0	3.0	1.0	40302	4	14	13			4	1000	2	0		0	1
4	3	403.0	3.0	1.0	40303	1	1	9	3		4	2	1	0		0	1
4	3	403.0	3.0	1.0	40303	2	12				4	1600	2	0		0	1
4	3	403.0	3.0	1.0	40303	3	2				4	750	2	1	1	0	1
4	3	403.0	3.0	1.0	40303	4	14	13			4	550	2	0		0	2
4	3	403.0	3.0	1.0	40304	1	1	9	3		4	2	1	0		0	1
4	3	403.0	3.0	1.0	40304	2	12				4	0.5	1	0		0	1
4	3	403.0	3.0	1.0	40304	3	2				4	2000	2	1	1	0	1
4	3	403.0	3.0	1.0	40304	4	4				4	1000	2	0		0	1
4	3	403.0	3.0	1.0	40305	1	1	9			4	4150	2	0		0	1
4	3	403.0	3.0	1.0	40305	2	2				4	3000	2	1	1	0	1
4	3	403.0	3.0	1.0	40305	3	4				4	2500	2	0		0	1
4	3	403.0	3.0	1.0	40305	4	13				4	350	2	0		0	1
4	3	403.0	3.0	1.0	40306	1	1	9			4	1	1	0		0	2
4	3	403.0	3.0	1.0	40306	2	1	9			4	1	1	0		0	2
4	3	403.0	3.0	1.0	40306	3	12				4	900	2	0		0	2
4	3	403.0	3.0	1.0	40306	4	2				4	450	2	1	1	0	1
4	3	403.0	3.0	1.0	40306	5	14					300	2				
4	3	403.0	3.0	1.0	40307	1	1	9	3		4	15	1	0		0	1
4	3	403.0	3.0	1.0	40307	2	1	9			4	5000	2	0		0	1
4	3	403.0	3.0	1.0	40307	3	1	9			4	3000	2	0		0	1
4	3	403.0	3.0	1.0	40307	4	2				4	600	2	1	1	0	1
4	3	403.0	3.0	1.0	40307	5	13	14				100	2				
4	3	403.0	3.0	1.0	40308	1	1	9	12		4	2	1	0		0	1
4	3	403.0	3.0	1.0	40308	2	1	9	4		4	3000	2	0		0	1
4	3	403.0	3.0	1.0	40308	3	1	9			1	300	2	0		0	1
4	3	403.0	3.0	1.0	40308	4	13	14			1	162	2	1	0	0	1
4	3	403.0	3.0	1.0	40309	1	1	9			4	0.5	1	0		0	1
4	3	403.0	3.0	1.0	40309	2	2				4	750	2	1	1	0	1
4	3	403.0	3.0	1.0	40309	3	12				4	600	2	0		0	1
4	3	403.0	3.0	1.0	40309	4	13	14			4	450	2	0		0	1
4	3	403.0	3.0	1.0	40310	1	1	9			4	3	1	0		0	1
4	3	403.0	3.0	1.0	40310	2	12				4	2400	2	0		0	1
4	3	403.0	3.0	1.0	40310	3	2				4	510	2	1	1	0	1
